原始谓词,规范谓词,断言数
raw:公捕判刑,raw:公捕判刑,1
raw:公推,raw:公推,1
raw:公祭,raw:公祭,1
raw:共事关系,colleague_of,1
raw:共同下令,raw:共同下令,1
raw:共同制定策略,collaborated_with,1
raw:共同建立党小组,raw:共同建立党小组,1
raw:共同开展工作,collaborated_with,1
raw:共同活动,collaborated_with,1
raw:共同牺牲,raw:共同牺牲,1
raw:共同行动,collaborated_with,1
raw:共同行动,raw:共同行动,1
raw:共同赴延安学习,raw:共同赴延安学习,1
raw:共同转移,raw:共同转移,1
raw:共同迎接,raw:共同迎接,1
raw:共同领导者,raw:共同领导者,1
raw:共商,raw:共商,1
raw:共存亡,raw:共存亡,1
raw:共犯关系,raw:共犯关系,1
raw:共生,raw:共生,1
raw:关心补助,raw:关心补助,1
raw:关怀/照顾,raw:关怀/照顾,1
raw:关怀/纪念,raw:关怀/纪念,1
raw:关怀/鼓励,raw:关怀/鼓励,1
raw:关怀保护,raw:关怀保护,1
raw:关怀安置,raw:关怀安置,1
raw:关怀指导,guided,1
raw:关怀指导于,raw:关怀指导于,1
raw:关怀支持,raw:关怀支持,1
raw:关押/写作,imprisoned_at,1
raw:关押/宣传,raw:关押/宣传,1
raw:关押/牺牲,raw:关押/牺牲,1
raw:关押与斗争,raw:关押与斗争,1
raw:关押关系,imprisoned_at,1
raw:关押关系,raw:关押关系,1
raw:关押关联,raw:关押关联,1
raw:关押同犯,raw:关押同犯,1
raw:关押地-人物,raw:关押地-人物,1
raw:关押对象,imprisoned_at,1
raw:关注事件,raw:关注事件,1
raw:关注支持,supported,1
raw:关爱,raw:关爱,1
raw:关系传递,raw:关系传递,1
raw:关系保存者,raw:关系保存者,1
raw:关系密切,raw:关系密切,1
raw:关系引荐,introduced,1
raw:关系网络,raw:关系网络,1
raw:关系转移,raw:关系转移,1
raw:关联-同属,raw:关联-同属,1
raw:关联-地区,raw:关联-地区,1
raw:关联-地域,raw:关联-地域,1
raw:关联-思想来源,raw:关联-思想来源,1
raw:关联-战斗,raw:关联-战斗,1
raw:关联-据点,raw:关联-据点,1
raw:关联-支持,raw:关联-支持,1
raw:关联-根据地,raw:关联-根据地,1
raw:关联-精神,raw:关联-精神,1
raw:关联-精神传承,raw:关联-精神传承,1
raw:关联-群体,raw:关联-群体,1
raw:关联-营救,raw:关联-营救,1
raw:关联-设施,raw:关联-设施,1
raw:关联-阵地,raw:关联-阵地,1
raw:关联主体,raw:关联主体,1
raw:关联主体与事件,raw:关联主体与事件,1
raw:关联乡长与革命活动区域,raw:关联乡长与革命活动区域,1
raw:关联事,raw:关联事,1
raw:关联事件-主体,raw:关联事件-主体,1
raw:关联事件-产业支撑,raw:关联事件-产业支撑,1
raw:关联事件-军事行动,raw:关联事件-军事行动,1
raw:关联事件-动员对象,raw:关联事件-动员对象,1
raw:关联事件-区域,raw:关联事件-区域,1
raw:关联事件-参与者,raw:关联事件-参与者,1
raw:关联事件-战场区域,occurred_at,1
raw:关联事件-执行单位,raw:关联事件-执行单位,1
raw:关联事件-指导者,raw:关联事件-指导者,1
raw:关联事件-政权建设,raw:关联事件-政权建设,1
raw:关联事件-文献,raw:关联事件-文献,1
raw:关联事件-机构,raw:关联事件-机构,1
raw:关联事件-武装力量,raw:关联事件-武装力量,1
raw:关联事件-汇合点,raw:关联事件-汇合点,1
raw:关联事件-纪念场所,raw:关联事件-纪念场所,1
raw:关联事件-组织者,raw:关联事件-组织者,1
raw:关联事件-营救对象,raw:关联事件-营救对象,1
raw:关联事件-落脚点,raw:关联事件-落脚点,1
raw:关联事件-解放区域,liberated,1
raw:关联事件-重建区域,raw:关联事件-重建区域,1
raw:关联事件-隐蔽据点,raw:关联事件-隐蔽据点,1
raw:关联事件-领导人,raw:关联事件-领导人,1
raw:关联事件-领导机构,raw:关联事件-领导机构,1
raw:关联事件与交涉对象,raw:关联事件与交涉对象,1
raw:关联事件与创作,raw:关联事件与创作,1
raw:关联事件与参与力量,raw:关联事件与参与力量,1
raw:关联事件与参与者,raw:关联事件与参与者,1
raw:关联事件与发生区域,raw:关联事件与发生区域,1
raw:关联事件与名录,raw:关联事件与名录,1
raw:关联事件与处决地点,raw:关联事件与处决地点,1
raw:关联事件与对象,raw:关联事件与对象,1
raw:关联事件与支援地域,raw:关联事件与支援地域,1
raw:关联事件与文物,raw:关联事件与文物,1
raw:关联事件与研究机构,raw:关联事件与研究机构,1
raw:关联事件与纪念地,commemorates,1
raw:关联事件与纪念地,raw:关联事件与纪念地,1
raw:关联事件与纪念场所,raw:关联事件与纪念场所,1
raw:关联事件与载体,raw:关联事件与载体,1
raw:关联事件与驻地,raw:关联事件与驻地,1
raw:关联事件场所,raw:关联事件场所,1
raw:关联事件迁移,raw:关联事件迁移,1
raw:关联于,raw:关联于,1
raw:关联人-地点,raw:关联人-地点,1
raw:关联人物-人物,raw:关联人物-人物,1
raw:关联人物-地区,raw:关联人物-地区,1
raw:关联人物-地点,raw:关联人物-地点,1
raw:关联人物-武装力量,raw:关联人物-武装力量,1
raw:关联人物与案件,raw:关联人物与案件,1
raw:关联人物与组织,raw:关联人物与组织,1
raw:关联人物与部队,raw:关联人物与部队,1
raw:关联人物与革命根据地,raw:关联人物与革命根据地,1
raw:关联人物与领导,raw:关联人物与领导,1
raw:关联人物地点,raw:关联人物地点,1
raw:关联人物组织,raw:关联人物组织,1
raw:关联势力,raw:关联势力,1
raw:关联区域-人物,raw:关联区域-人物,1
raw:关联区域-组织,raw:关联区域-组织,1
raw:关联单位-事件,raw:关联单位-事件,1
raw:关联历史背景,raw:关联历史背景,1
raw:关联团体,raw:关联团体,1
raw:关联地-事,raw:关联地-事,1
raw:关联地-地,raw:关联地-地,1
raw:关联地-物,raw:关联地-物,1
raw:关联地-魂,raw:关联地-魂,1
raw:关联地区-学校,raw:关联地区-学校,1
raw:关联地名,raw:关联地名,1
raw:关联地点-地点,raw:关联地点-地点,1
raw:关联地点-时间,raw:关联地点-时间,1
raw:关联地点-部队,raw:关联地点-部队,1
raw:关联地点与组织,raw:关联地点与组织,1
raw:关联地物,raw:关联地物,1
raw:关联地理环境,raw:关联地理环境,1
raw:关联地理范围,raw:关联地理范围,1
raw:关联场景,raw:关联场景,1
raw:关联实践,raw:关联实践,1
raw:关联对象,raw:关联对象,1
raw:关联属性,raw:关联属性,1
raw:关联建筑,raw:关联建筑,1
raw:关联思想,raw:关联思想,1
raw:关联战场,raw:关联战场,1
raw:关联战役遗址,raw:关联战役遗址,1
raw:关联战斗,raw:关联战斗,1
raw:关联执行机构,raw:关联执行机构,1
raw:关联技术,raw:关联技术,1
raw:关联据点,raw:关联据点,1
raw:关联政策与区域,raw:关联政策与区域,1
raw:关联时期,raw:关联时期,1
raw:关联机构与地点,raw:关联机构与地点,1
raw:关联概念,raw:关联概念,1
raw:关联水域-部队,raw:关联水域-部队,1
raw:关联物品,raw:关联物品,1
raw:关联组织-机构,raw:关联组织-机构,1
raw:关联组织与事件,raw:关联组织与事件,1
raw:关联经济-军事,raw:关联经济-军事,1
raw:关联群体,raw:关联群体,1
raw:关联者,raw:关联者,1
raw:关联能力,raw:关联能力,1
raw:关联计划,raw:关联计划,1
raw:关联记录,raw:关联记录,1
raw:关联路径,raw:关联路径,1
raw:关联路线,raw:关联路线,1
raw:关联镇压对象,raw:关联镇压对象,1
raw:关联项目,raw:关联项目,1
raw:关键一役,raw:关键一役,1
raw:关键地形,raw:关键地形,1
raw:关键地点,raw:关键地点,1
raw:关键物资支撑,raw:关键物资支撑,1
raw:关键目标,raw:关键目标,1
raw:关键行动,raw:关键行动,1
raw:兴建者,raw:兴建者,1
raw:兵临/进攻,fought_at,1
raw:兵分,raw:兵分,1
raw:兵力统计,raw:兵力统计,1
raw:兵运对象,raw:兵运对象,1
raw:兵运工作,raw:兵运工作,1
raw:兵运渗透,raw:兵运渗透,1
raw:具体事件,raw:具体事件,1
raw:具体参与者,raw:具体参与者,1
raw:具体地址,located_in,1
raw:具体实践,raw:具体实践,1
raw:具体战场,occurred_at,1
raw:具体战役,raw:具体战役,1
raw:具体负责,raw:具体负责,1
raw:具保,raw:具保,1
raw:具有,raw:具有,1
raw:养伤于,raw:养伤于,1
raw:养伤地点,raw:养伤地点,1
raw:养父子,raw:养父子,1
raw:兼任书记,held_position_in,1
raw:兼任关系,raw:兼任关系,1
raw:兼任司令员,raw:兼任司令员,1
raw:兼任委员长,held_position_in,1
raw:兼任宣传委员,raw:兼任宣传委员,1
raw:兼任宣传部长,raw:兼任宣传部长,1
raw:兼任所长,raw:兼任所长,1
raw:兼任指挥长,held_position_in,1
raw:兼职教师,raw:兼职教师,1
raw:内奸关系,raw:内奸关系,1
raw:内容指导,raw:内容指导,1
raw:内容构成,raw:内容构成,1
raw:内容规定,raw:内容规定,1
raw:内容贡献关系,raw:内容贡献关系,1
raw:内容贡献者,raw:内容贡献者,1
raw:内应配合,raw:内应配合,1
raw:内线联系,raw:内线联系,1
raw:内部人员,raw:内部人员,1
raw:内部斗争,raw:内部斗争,1
raw:内部派系,raw:内部派系,1
raw:再调查核实,raw:再调查核实,1
raw:冒险找,raw:冒险找,1
raw:写信于,raw:写信于,1
raw:写信汇报,raw:写信汇报,1
raw:写信联系,contacted,1
raw:写信联络,contacted,1
raw:写信规劝,raw:写信规劝,1
raw:写进,raw:写进,1
raw:军事-地点,raw:军事-地点,1
raw:军事-对抗,raw:军事-对抗,1
raw:军事-战役,raw:军事-战役,1
raw:军事-支援,raw:军事-支援,1
raw:军事-机构,raw:军事-机构,1
raw:军事-金融,raw:军事-金融,1
raw:军事与政治结合,raw:军事与政治结合,1
raw:军事交锋,raw:军事交锋,1
raw:军事伏击,raw:军事伏击,1
raw:军事会剿于,raw:军事会剿于,1
raw:军事会师,raw:军事会师,1
raw:军事依托,raw:军事依托,1
raw:军事保障,raw:军事保障,1
raw:军事决策,responsible_for,1
raw:军事出击,raw:军事出击,1
raw:军事击溃,raw:军事击溃,1
raw:军事分歧,raw:军事分歧,1
raw:军事包围圈,raw:军事包围圈,1
raw:军事合作,raw:军事合作,1
raw:军事围剿,opposed,1
raw:军事围攻,raw:军事围攻,1
raw:军事基地,raw:军事基地,1
raw:军事堵截,opposed,1
raw:军事堵截,raw:军事堵截,1
raw:军事威慑,raw:军事威慑,1
raw:军事威胁对象,raw:军事威胁对象,1
raw:军事对峙,raw:军事对峙,1
raw:军事封锁线,raw:军事封锁线,1
raw:军事平息,raw:军事平息,1
raw:军事强攻,raw:军事强攻,1
raw:军事态势,raw:军事态势,1
raw:军事成果,raw:军事成果,1
raw:军事打击/肃清,raw:军事打击/肃清,1
raw:军事打击于,raw:军事打击于,1
raw:军事打击对象,raw:军事打击对象,1
raw:军事打击目标,raw:军事打击目标,1
raw:军事抓捕,raw:军事抓捕,1
raw:军事指导,guided,1
raw:军事接管,raw:军事接管,1
raw:军事搭档,collaborated_with,1
raw:军事改编,raw:军事改编,1
raw:军事攻坚,raw:军事攻坚,1
raw:军事政治成果,raw:军事政治成果,1
raw:军事政治攻势,raw:军事政治攻势,1
raw:军事整编,raw:军事整编,1
raw:军事斗争,raw:军事斗争,1
raw:军事歼灭,raw:军事歼灭,1
raw:军事活动-区域,raw:军事活动-区域,1
raw:军事渗透,raw:军事渗透,1
raw:军事溃逃,raw:军事溃逃,1
raw:军事物资,raw:军事物资,1
raw:军事理论争议,raw:军事理论争议,1
raw:军事突围,raw:军事突围,1
raw:军事策应,raw:军事策应,1
raw:军事策略,raw:军事策略,1
raw:军事联系,raw:军事联系,1
raw:军事背景,raw:军事背景,1
raw:军事行动-保卫对象,raw:军事行动-保卫对象,1
raw:军事行动-区域,raw:军事行动-区域,1
raw:军事行动-参与部队,raw:军事行动-参与部队,1
raw:军事行动-发生地,occurred_at,1
raw:军事行动-对象,raw:军事行动-对象,1
raw:军事行动-战斗,raw:军事行动-战斗,1
raw:军事行动-战略目标,raw:军事行动-战略目标,1
raw:军事行动-控制区域,raw:军事行动-控制区域,1
raw:军事行动-根据地,raw:军事行动-根据地,1
raw:军事行动-目标地点,fought_at,1
raw:军事行动-目标地点,occurred_at,1
raw:军事行动-目的地,raw:军事行动-目的地,1
raw:军事行动-突破防线,raw:军事行动-突破防线,1
raw:军事行动-结果,raw:军事行动-结果,1
raw:军事行动-解放区域,liberated,1
raw:军事行动-路线,raw:军事行动-路线,1
raw:军事行动-防御工事,raw:军事行动-防御工事,1
raw:军事行动区域关联,raw:军事行动区域关联,1
raw:军事行动地点,occurred_at,1
raw:军事行动影响地,raw:军事行动影响地,1
raw:军事行动目标,fought_at,1
raw:军事行动背景,raw:军事行动背景,1
raw:军事行动路径,raw:军事行动路径,1
raw:军事行进,traveled_to,1
raw:军事解放,liberated,1
raw:军事训练,raw:军事训练,1
raw:军事调停,raw:军事调停,1
raw:军事调动,raw:军事调动,1
raw:军事负责人,commanded,1
raw:军事负责人,raw:军事负责人,1
raw:军事路线,raw:军事路线,1
raw:军事转战,raw:军事转战,1
raw:军事转移,raw:军事转移,1
raw:军事转移路线,raw:军事转移路线,1
raw:军事进军,raw:军事进军,1
raw:军事进驻,raw:军事进驻,1
raw:军事追击,raw:军事追击,1
raw:军事部署关联,raw:军事部署关联,1
raw:军事配合,collaborated_with,1
raw:军事防堵,raw:军事防堵,1
raw:军事防守,raw:军事防守,1
raw:军事防御区域,raw:军事防御区域,1
raw:军事驻扎,raw:军事驻扎,1
raw:军政结合,raw:军政结合,1
raw:军民情深,raw:军民情深,1
raw:军民配合,raw:军民配合,1
raw:军民鱼水情,raw:军民鱼水情,1
raw:军阀部署,raw:军阀部署,1
raw:冤案平反,raw:冤案平反,1
raw:冲散,raw:冲散,1
raw:冲杀,raw:冲杀,1
raw:冲破/抵达,raw:冲破/抵达,1
raw:冲突/交涉,raw:冲突/交涉,1
raw:冲突/镇压,raw:冲突/镇压,1
raw:冲突与和解,raw:冲突与和解,1
raw:冲突地点,fought_at,1
raw:冲突地点,occurred_at,1
raw:冲过,raw:冲过,1
raw:冲锋歼敌,fought_at,1
raw:决定/组建,raw:决定/组建,1
raw:决定/转移,raw:决定/转移,1
raw:决定举行,organized,1
raw:决定举行,raw:决定举行,1
raw:决定于,raw:决定于,1
raw:决定使用,raw:决定使用,1
raw:决定准备,raw:决定准备,1
raw:决定发动,raw:决定发动,1
raw:决定发展,raw:决定发展,1
raw:决定召开,raw:决定召开,1
raw:决定展开根据地,raw:决定展开根据地,1
raw:决定建立,organized,1
raw:决定建立根据地于,raw:决定建立根据地于,1
raw:决定开火,raw:决定开火,1
raw:决定执行,formulated,1
raw:决定扩编,raw:决定扩编,1
raw:决定放弃,raw:决定放弃,1
raw:决定根据地,raw:决定根据地,1
raw:决定歼灭敌军于,raw:决定歼灭敌军于,1
raw:决定派人参加,raw:决定派人参加,1
raw:决定清剿,raw:决定清剿,1
raw:决定由赣东南苏区和闽西苏区组成于,raw:决定由赣东南苏区和闽西苏区组成于,1
raw:决定疏散,raw:决定疏散,1
raw:决定组建,organized,1
raw:决定组建,raw:决定组建,1
raw:决定组成,created,1
raw:决定调任,raw:决定调任,1
raw:决定转移,raw:决定转移,1
raw:决定除掉,raw:决定除掉,1
raw:决定首战,raw:决定首战,1
raw:决定首战打,raw:决定首战打,1
raw:决定首战攻击,raw:决定首战攻击,1
raw:决心,raw:决心,1
raw:决心攻下,raw:决心攻下,1
raw:决战,fought_at,1
raw:决策-人物,raw:决策-人物,1
raw:决策-实施区域,raw:决策-实施区域,1
raw:决策-实践,raw:决策-实践,1
raw:决策-执行者,appointed,1
raw:决策-方案,raw:决策-方案,1
raw:决策-组织,organized,1
raw:决策/处置,raw:决策/处置,1
raw:决策/指挥,raw:决策/指挥,1
raw:决策与创建,raw:决策与创建,1
raw:决策与行动,raw:决策与行动,1
raw:决策中心,raw:决策中心,1
raw:决策主体,responsible_for,1
raw:决策事项,formulated,1
raw:决策于,raw:决策于,1
raw:决策人-事件,led,1
raw:决策关系,raw:决策关系,1
raw:决策内容,raw:决策内容,1
raw:决策制定,raw:决策制定,1
raw:决策制定者,formulated,1
raw:决策发起者,organized,1
raw:决策地,occurred_at,1
raw:决策处理,raw:决策处理,1
raw:决策实施区域,raw:决策实施区域,1
raw:决策对象,organized,1
raw:决策影响区域,influenced,1
raw:决策影响范围,influenced,1
raw:决策指向,occurred_at,1
raw:决策指挥,commanded,1
raw:决策指挥,raw:决策指挥,1
raw:决策撤出,raw:决策撤出,1
raw:决策方-行动,carried_out,1
raw:决策机构-会议,raw:决策机构-会议,1
raw:决策机构-对象,raw:决策机构-对象,1
raw:决策活动,raw:决策活动,1
raw:决策管理,governed,1
raw:决策组建,organized,1
raw:决策结果,raw:决策结果,1
raw:决策者-政策,raw:决策者-政策,1
raw:决策者-部署事项,dispatched,1
raw:决策行动,organized,1
raw:决议-事件,raw:决议-事件,1
raw:决议备案,raw:决议备案,1
raw:决议建立根据地,raw:决议建立根据地,1
raw:决议执行,implemented,1
raw:决议执行地,raw:决议执行地,1
raw:决议批判,raw:决议批判,1
raw:决议起草,raw:决议起草,1
raw:准予通缉,raw:准予通缉,1
raw:准印,raw:准印,1
raw:准备会合,raw:准备会合,1
raw:准备关系,raw:准备关系,1
raw:准备去,raw:准备去,1
raw:准备发动,raw:准备发动,1
raw:准备开展,raw:准备开展,1
raw:准备强渡,raw:准备强渡,1
raw:准备攻城,raw:准备攻城,1
raw:准备渡江,raw:准备渡江,1
raw:准备过,raw:准备过,1
raw:减租减息,raw:减租减息,1
raw:减租退押斗争,raw:减租退押斗争,1
raw:减负,raw:减负,1
raw:减轻负担,raw:减轻负担,1
raw:凝聚,raw:凝聚,1
raw:凭吊于,raw:凭吊于,1
raw:凭证关系,raw:凭证关系,1
raw:出任,raw:出任,1
raw:出兵,raw:出兵,1
raw:出击击退,raw:出击击退,1
raw:出动,dispatched,1
raw:出发点,raw:出发点,1
raw:出土地点,raw:出土地点,1
raw:出席于,participated_in,1
raw:出席会议,participated_in,1
raw:出席并发言,participated_in,1
raw:出席并讲话,participated_in,1
raw:出席报告,participated_in,1
raw:出席指导,raw:出席指导,1
raw:出席活动,participated_in,1
